state,homeownership,annual_income,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,loan_status,risk_category_loan_status,balance,paid_total,paid_principal,paid_interest,default_flag,income_band,dti_bucket,dti_risk_bucket,utilization_alert,utilization_bucket
CA,Rent,"46,310.00",16.19,37950,20669,Debt_Consolidation,22000,60,9.93%,466.68,B,1/1/2018,Current,Healthy,20553.10,2321.26,1446.90,874.36,0,Low (<50k),Manageable (15-30%),Low,Safe,High
TN,Mortgage,"35,000.00",26.3,114708,24616,Home_Improvement,7000,36,7.35%,217.27,A,2/1/2018,Current,Healthy,6295.98,866.22,704.02,162.20,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"50,000.00",10.78,28900,9949,Debt_Consolidation,12000,60,26.30%,361.42,E,2/1/2018,Current,Healthy,11593.19,1428.15,406.81,1021.34,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
GA,Rent,"74,000.00",30.04,211409,122074,Debt_Consolidation,10000,60,7.34%,199.63,A,3/1/2018,Current,Healthy,9582.06,590.73,417.94,172.79,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
CA,Rent,"109,000.00",6.79,110239,90637,Debt_Consolidation,12000,36,9.43%,384.01,B,3/1/2018,Current,Healthy,11418.30,755.45,581.70,173.75,0,High (>100k),Healthy (<15%),Low,Maxed Out,High
GA,Mortgage,"68,000.00",32.32,85448,72536,Debt_Consolidation,20000,60,10.41%,428.99,B,3/1/2018,Current,Healthy,19226.86,1275.40,773.14,502.26,0,Medium (50k-100k),Risky (>30%),Medium,Maxed Out,High
NY,Mortgage,"56,000.00",32.9,216752,89267,Medical,5000,36,13.58%,169.87,C,3/1/2018,Current,Healthy,4656.28,505.84,343.72,162.12,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
TX,Rent,"34,000.00",16.98,53891,42584,Credit_Card,4000,36,14.08%,136.87,C,1/1/2018,Current,Healthy,3539.64,676.53,460.36,216.17,0,Low (<50k),Manageable (15-30%),Low,Safe,High
VA,Mortgage,"99,000.00",7.89,28300,22380,Debt_Consolidation,12000,36,9.44%,384.06,B,1/1/2018,Current,Healthy,10827.62,1529.95,1172.38,357.57,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"38,000.00",21.73,39567,27386,Debt_Consolidation,10000,36,10.91%,326.97,B,2/1/2018,Current,Healthy,9042.83,1301.82,957.17,344.65,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
OH,Mortgage,"55,000.00",35.36,306510,117517,Debt_Consolidation,9000,36,9.44%,288.05,B,2/1/2018,Current,Healthy,8120.69,1147.48,879.31,268.17,0,Medium (50k-100k),Risky (>30%),High,Safe,High
FL,Rent,"204,000.00",6.3,83043,46965,Debt_Consolidation,33000,36,6.08%,1005.13,A,3/1/2018,Current,Healthy,30473.45,3004.24,2526.55,477.69,0,High (>100k),Healthy (<15%),Low,Safe,High
NJ,Mortgage,"97,000.00",30.26,351403,109800,Debt_Consolidation,40000,36,6.71%,1229.79,A,3/1/2018,Current,Healthy,37982.13,2429.76,2017.87,411.89,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
MS,Rent,"55,000.00",4.67,239043,281196,Credit_Card,16000,60,10.91%,347.17,B,1/1/2018,Current,Healthy,14972.98,1786.41,1027.02,759.39,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
NC,Rent,"80,000.00",29.62,82301,51955,Debt_Consolidation,35000,36,14.08%,1197.58,C,1/1/2018,Current,Healthy,30972.01,5933.14,4027.99,1905.15,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
KY,Own,"83,200.00",22.8,161502,66954,Other,13975,60,11.98%,310.73,B,3/1/2018,Current,Healthy,13456.22,913.59,518.78,394.81,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
IL,Rent,"225,000.00",5.13,169212,58112,Debt_Consolidation,8000,36,5.32%,240.92,A,1/1/2018,Current,Healthy,6963.58,1202.24,1036.42,165.82,0,High (>100k),Healthy (<15%),Low,Safe,High
VA,Own,"90,000.00",2.19,86800,14198,Debt_Consolidation,35000,36,6.72%,1076.23,A,1/1/2018,Current,Healthy,22897.93,12888.48,12102.07,786.41,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"99,000.00",17.78,338189,62959,Credit_Card,25000,60,6.71%,491.62,A,2/1/2018,Current,Healthy,23938.60,1465.54,1061.40,404.14,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NJ,Rent,"45,000.00",22.19,128362,34325,Debt_Consolidation,3500,36,15.05%,121.42,C,1/1/2018,Fully Paid,Healthy,0.00,3514.63,3500.00,14.63,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CO,Rent,"45,000.00",25.92,70979,65918,Credit_Card,10000,60,10.90%,216.93,B,3/1/2018,Current,Healthy,9618.26,644.73,381.74,262.99,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
PA,Rent,"61,000.00",19.28,50120,22014,Debt_Consolidation,11200,60,12.62%,252.67,C,2/1/2018,Current,Healthy,10651.90,994.98,548.10,446.88,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MS,Mortgage,"200,000.00",9.99,99502,53404,Credit_Card,30000,60,11.99%,667.19,B,1/1/2018,Current,Healthy,28130.12,3295.98,1869.88,1426.10,0,High (>100k),Healthy (<15%),Low,Safe,High
IN,Mortgage,"80,000.00",16.16,184826,135820,Credit_Card,10000,36,5.32%,301.15,A,2/1/2018,Current,Healthy,9226.13,900.49,773.87,126.62,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
IN,Rent,"95,000.00",10.38,72500,13076,Debt_Consolidation,10000,36,5.32%,301.15,A,2/1/2018,Current,Healthy,6247.34,3901.64,3752.66,148.98,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NJ,Rent,"60,000.00",2.72,4500,1106,Medical,15000,36,19.03%,550.07,D,1/1/2018,Current,Healthy,13388.72,2718.63,1611.28,1107.35,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NC,Rent,"85,000.00",3.52,9100,5433,Credit_Card,7500,36,9.93%,241.76,B,2/1/2018,Current,Healthy,6772.24,958.76,727.76,231.00,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MO,Mortgage,"101,500.00",25.96,344723,113832,Credit_Card,22000,60,14.07%,512.71,C,3/1/2018,Current,Healthy,21490.48,1033.86,509.52,498.70,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NY,Rent,"43,000.00",25.87,44218,36272,Debt_Consolidation,6000,36,13.58%,203.85,C,3/1/2018,Current,Healthy,5587.52,607.02,412.48,194.54,0,Low (<50k),Manageable (15-30%),Medium,Maxed Out,High
MA,Rent,"65,000.00",17.65,109218,26805,Debt_Consolidation,6025,36,5.31%,181.42,A,3/1/2018,Current,Healthy,5558.66,542.48,466.34,76.14,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
CA,Rent,"40,000.00",5.65,6800,5685,Other,10000,36,20.39%,373.63,D,3/1/2018,Current,Healthy,9378.42,1098.23,621.58,476.65,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
CA,Rent,"76,000.00",20.31,75523,29229,Credit_Card,30000,36,6.71%,922.35,A,2/1/2018,Current,Healthy,26956.19,3678.22,3043.81,634.41,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"82,000.00",30.65,78962,43974,Credit_Card,20000,36,13.58%,679.48,C,3/1/2018,Current,Healthy,19088.58,1343.87,911.42,432.45,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
SC,Own,"33,000.00",22.16,112983,61946,Debt_Consolidation,10000,36,9.93%,322.35,B,2/1/2018,Current,Healthy,9029.64,1283.88,970.36,313.52,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"50,000.00",28.33,373085,36417,Major_Purchase,12000,36,6.71%,368.94,A,3/1/2018,Current,Healthy,11089.41,1097.87,910.59,187.28,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
MI,Rent,"52,000.00",18.28,52948,36928,Credit_Card,6100,36,10.91%,199.45,B,2/1/2018,Current,Healthy,5516.13,794.10,583.87,210.23,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
TX,Rent,"36,000.00",14.67,140159,105475,Credit_Card,12000,36,7.97%,375.88,A,1/1/2018,Current,Healthy,10499.30,1874.09,1500.70,373.39,0,Low (<50k),Healthy (<15%),Low,Safe,High
NC,Mortgage,"38,000.00",24.42,67748,49572,Debt_Consolidation,4000,36,10.41%,129.85,B,2/1/2018,Current,Healthy,3712.15,387.24,287.85,99.39,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Rent,"60,000.00",14.36,35539,22281,Small_Business,6000,36,14.08%,205.3,C,1/1/2018,Current,Healthy,5309.48,1017.11,690.52,326.59,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
GA,Mortgage,"89,000.00",17.65,388245,43864,Debt_Consolidation,30000,36,5.32%,903.45,A,2/1/2018,Current,Healthy,27678.39,2701.48,2321.61,379.87,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
MD,Mortgage,"98,000.00",17.92,62700,26398,Credit_Card,9600,36,10.91%,313.89,B,1/1/2018,Current,Healthy,8447.91,1569.04,1152.09,416.95,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
VA,Own,"116,000.00",19.63,127876,107507,Debt_Consolidation,10500,36,12.62%,351.87,C,2/1/2018,Current,Healthy,9519.31,1392.76,980.69,412.07,0,High (>100k),Manageable (15-30%),Low,Maxed Out,High
IL,Own,"46,000.00",28.23,83859,28733,Credit_Card,6000,36,9.44%,192.03,B,1/1/2018,Current,Healthy,5264.37,942.84,735.63,207.21,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
FL,Mortgage,"75,610.00",24.45,467226,60913,Small_Business,5525,36,16.01%,194.27,C,3/1/2018,Current,Healthy,5159.19,572.98,365.81,207.17,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
TX,Rent,"38,168.00",23.74,56174,29299,Debt_Consolidation,5900,36,11.98%,195.91,B,2/1/2018,Current,Healthy,5343.71,779.71,556.29,223.42,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NH,Rent,"65,000.00",14.22,23831,9972,Credit_Card,13600,36,6.07%,414.17,A,3/1/2018,Current,Healthy,10607.50,3119.17,2992.50,126.67,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NJ,Own,"35,000.00",15.23,24000,16270,Credit_Card,12000,36,17.47%,430.65,D,3/1/2018,Current,Healthy,10782.41,1698.66,1217.59,481.07,0,Low (<50k),Manageable (15-30%),Low,Safe,High
PA,Mortgage,"125,000.00",25.07,487442,91446,Credit_Card,20000,36,10.91%,653.93,B,2/1/2018,Current,Healthy,18085.70,2585.41,1914.30,671.11,0,High (>100k),Manageable (15-30%),Medium,Safe,High
MA,Rent,"33,195.00",47.71,56787,29516,Debt_Consolidation,23000,36,21.85%,876.6,D,2/1/2018,Current,Healthy,21601.42,2601.88,1398.58,1203.30,0,Low (<50k),Risky (>30%),High,Safe,High
ND,Own,"80,000.00",24.17,112700,70187,Debt_Consolidation,25000,60,30.79%,821.01,G,2/1/2018,Current,Healthy,24253.68,3241.28,746.32,2494.96,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CT,Rent,"139,000.00",13.55,357130,47176,Debt_Consolidation,19000,36,7.96%,595.05,A,3/1/2018,Current,Healthy,18058.86,1173.30,941.14,232.16,0,High (>100k),Healthy (<15%),Low,Safe,High
FL,Mortgage,"30,000.00",20.54,42252,29889,Other,1500,36,10.42%,48.7,B,1/1/2018,Current,Healthy,1318.50,242.63,181.50,61.13,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
SC,Own,"50,000.00",4.7,30400,10381,Medical,15000,36,6.72%,461.24,A,2/1/2018,Current,Healthy,13861.93,1378.12,1138.07,240.05,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
IL,Rent,"65,000.00",24,75989,39584,Debt_Consolidation,25000,60,14.07%,582.62,C,2/1/2018,Current,Healthy,24121.29,1728.32,878.71,849.61,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NJ,Mortgage,"65,000.00",3.67,339000,3857,Other,5600,36,15.05%,194.27,C,1/1/2018,Current,Healthy,4964.06,961.99,635.94,326.05,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
AZ,Mortgage,"65,000.00",24.15,346271,56535,Major_Purchase,7000,36,13.59%,237.86,C,2/1/2018,Current,Healthy,6354.80,946.16,645.20,300.96,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"120,000.00",5.82,17800,10528,Other,35000,36,12.62%,1172.9,C,2/1/2018,Current,Healthy,31730.74,4703.87,3269.26,1434.61,0,High (>100k),Healthy (<15%),Low,Safe,High
MN,Own,"45,000.00",9.68,40809,13248,Home_Improvement,8000,36,6.08%,243.67,A,1/1/2018,Current,Healthy,6973.97,1231.04,1026.03,205.01,0,Low (<50k),Healthy (<15%),Low,Safe,High
CT,Rent,"28,790.00",20.84,49355,33022,Debt_Consolidation,18000,36,10.91%,588.54,B,1/1/2018,Current,Healthy,15836.57,2986.34,2163.43,822.91,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
KY,Rent,"89,000.00",21.48,80826,65733,Debt_Consolidation,30000,36,16.01%,1054.86,C,3/1/2018,Current,Healthy,28009.85,3137.90,1990.15,1147.75,0,Medium (50k-100k),Manageable (15-30%),Medium,Maxed Out,High
MD,Mortgage,"65,000.00",4.87,402717,24771,Debt_Consolidation,15000,36,9.44%,480.08,B,1/1/2018,Current,Healthy,13534.50,1920.13,1465.50,454.63,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CT,Own,"62,000.00",35.5,123700,50358,Credit_Card,4800,36,10.41%,155.81,B,2/1/2018,Current,Healthy,4337.34,617.69,462.66,155.03,0,Medium (50k-100k),Risky (>30%),High,Safe,High
FL,Mortgage,"60,000.00",30.92,240520,59362,Debt_Consolidation,21000,60,10.42%,450.55,B,3/1/2018,Current,Healthy,20188.39,1339.49,811.61,527.88,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
OH,Mortgage,"91,000.00",19.69,97955,52757,Credit_Card,12500,36,10.42%,405.81,B,1/1/2018,Current,Healthy,11295.35,1616.00,1204.65,411.35,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
IL,Mortgage,"112,000.00",17.65,236499,62187,Debt_Consolidation,13000,36,5.32%,391.5,A,1/1/2018,Current,Healthy,11315.80,1949.82,1684.20,265.62,0,High (>100k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"92,000.00",19.67,114956,51364,Debt_Consolidation,28000,60,10.90%,607.4,B,3/1/2018,Current,Healthy,26931.15,1788.29,1068.85,719.44,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
AL,Own,"87,000.00",10,40332,33818,Credit_Card,10300,36,13.59%,349.99,C,2/1/2018,Current,Healthy,9350.65,1392.18,949.35,442.83,0,Medium (50k-100k),Healthy (<15%),Low,Maxed Out,High
TX,Own,"30,000.00",5.56,32053,30775,Medical,6400,36,9.92%,206.27,B,3/1/2018,Current,Healthy,5936.10,615.28,463.90,151.38,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
SC,Own,"52,000.00",27.77,75219,59165,Other,10000,36,21.85%,381.13,D,3/1/2018,Current,Healthy,9391.92,1131.25,608.08,523.17,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NY,Mortgage,"67,846.00",11.53,105500,14974,Home_Improvement,2500,36,7.35%,77.6,A,1/1/2018,Current,Healthy,2184.72,385.96,315.28,70.68,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"140,000.00",11.85,52600,29829,Debt_Consolidation,30000,60,11.99%,667.19,B,2/1/2018,Current,Healthy,28508.06,2648.78,1491.94,1156.84,0,High (>100k),Healthy (<15%),Low,Safe,High
NY,Rent,"50,000.00",16.56,29450,25480,Debt_Consolidation,22500,60,24.84%,658.3,E,3/1/2018,Current,Healthy,21910.31,1943.85,589.69,1354.16,0,Medium (50k-100k),Manageable (15-30%),Low,Maxed Out,High
NY,Mortgage,"125,000.00",11.29,320115,22003,Home_Improvement,5000,36,6.71%,153.73,A,3/1/2018,Current,Healthy,4747.75,305.60,252.25,53.35,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Own,"70,000.00",25.01,215212,53902,Debt_Consolidation,40000,60,7.97%,810.49,A,1/1/2018,Current,Healthy,37798.90,3250.82,2201.10,1049.72,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
NJ,Rent,"30,000.00",33.72,43465,24738,Debt_Consolidation,3600,36,13.59%,122.33,C,1/1/2018,Current,Healthy,3182.86,606.21,417.14,189.07,0,Low (<50k),Risky (>30%),Medium,Safe,High
WI,Rent,"36,000.00",7.97,96436,94323,Credit_Card,6800,36,12.61%,227.85,C,3/1/2018,Current,Healthy,6325.87,674.02,474.13,199.89,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
ID,Mortgage,"120,000.00",28.98,578941,95382,Credit_Card,34725,60,15.05%,827.02,C,1/1/2018,Current,Healthy,32717.72,3907.45,2007.28,1900.17,0,High (>100k),Manageable (15-30%),Medium,Safe,High
IL,Rent,"125,000.00",3.19,16100,7593,Home_Improvement,35000,36,14.07%,1197.41,C,3/1/2018,Current,Healthy,33416.70,2340.10,1583.30,756.80,0,High (>100k),Healthy (<15%),Low,Safe,High
OH,Mortgage,"35,000.00",32.56,123905,26030,Debt_Consolidation,30000,36,20.39%,1120.88,D,2/1/2018,Current,Healthy,28135.28,3328.66,1864.72,1463.94,0,Low (<50k),Risky (>30%),Medium,Safe,High
WA,Rent,"42,000.00",17.63,24330,17051,Debt_Consolidation,17000,36,13.59%,577.65,C,1/1/2018,Current,Healthy,15030.26,2862.58,1969.74,892.84,0,Low (<50k),Manageable (15-30%),Low,Safe,High
VA,Own,"120,000.00",16.11,496784,90819,Other,3000,36,10.90%,98.08,B,3/1/2018,Current,Healthy,2785.57,292.42,214.43,77.99,0,High (>100k),Manageable (15-30%),Low,Safe,High
CA,Mortgage,"60,000.00",0,275800,0,Debt_Consolidation,15000,60,10.42%,321.82,B,2/1/2018,Current,Healthy,14223.68,1278.60,776.32,502.28,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
NY,Rent,"100,000.00",16.94,109600,50795,Debt_Consolidation,24000,36,10.91%,784.71,B,1/1/2018,Current,Healthy,21115.47,3909.00,2884.53,1024.47,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
PA,Rent,"43,000.00",17.14,46528,26195,Credit_Card,6000,36,9.92%,193.38,B,3/1/2018,Current,Healthy,5268.71,860.70,731.29,129.41,0,Low (<50k),Manageable (15-30%),Low,Safe,High
TX,Own,"20,000.00",27.43,26025,11062,Other,8000,36,12.61%,268.06,C,3/1/2018,Current,Healthy,7442.20,798.58,557.80,240.78,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
CA,Rent,"110,000.00",6.72,58600,17442,Debt_Consolidation,16000,36,12.61%,536.11,C,3/1/2018,Current,Healthy,13556.57,2945.04,2443.43,501.61,0,High (>100k),Healthy (<15%),Low,Safe,High
AZ,Mortgage,"110,000.00",38.3,386384,94425,Credit_Card,30000,36,7.96%,939.54,A,3/1/2018,Current,Healthy,27765.09,2719.12,2234.91,484.21,0,High (>100k),Risky (>30%),High,Safe,High
MI,Mortgage,"12,000.00",5.6,44800,160,Debt_Consolidation,40000,36,5.32%,1204.6,A,1/1/2018,Current,Healthy,34817.92,6011.18,5182.08,829.10,0,Low (<50k),Healthy (<15%),Low,Safe,High
OK,Own,"41,969.00",6.63,15603,8249,Medical,7000,36,16.02%,246.17,C,2/1/2018,Current,Healthy,6376.78,972.22,623.22,349.00,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Rent,"185,000.00",9.22,102500,47115,Credit_Card,15000,36,9.92%,483.45,B,3/1/2018,Current,Healthy,13912.71,1442.08,1087.29,354.79,0,High (>100k),Healthy (<15%),Low,Safe,High
OR,Own,"35,000.00",10.29,20960,12788,Debt_Consolidation,12000,36,11.98%,398.46,B,3/1/2018,Current,Healthy,11155.65,1187.39,844.35,343.04,0,Low (<50k),Healthy (<15%),Low,Safe,High
NY,Rent,"50,000.00",31.88,221481,173984,Credit_Card,6000,36,6.08%,182.75,A,1/1/2018,Current,Healthy,5230.49,911.72,769.51,142.21,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
MA,Mortgage,"91,000.00",11.79,45900,26868,Debt_Consolidation,26650,36,9.44%,852.94,B,1/1/2018,Current,Healthy,23382.53,4250.72,3267.47,983.25,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
WI,Mortgage,"62,000.00",21.72,152977,33102,Credit_Card,10000,60,11.98%,222.35,B,3/1/2018,Current,Healthy,9753.74,471.32,246.26,225.06,0,Medium (50k-100k),Manageable (15-30%),Medium,Safe,High
AZ,Rent,"34,000.00",14.05,83443,85709,Debt_Consolidation,20000,60,20.39%,534.23,D,2/1/2018,Current,Healthy,19202.37,2091.61,797.63,1293.98,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
TX,Own,"63,360.00",17.37,88748,61435,Other,10000,36,7.97%,313.23,A,2/1/2018,Current,Healthy,9002.87,1244.06,997.13,246.93,0,Medium (50k-100k),Manageable (15-30%),Low,Safe,High
NE,Rent,"30,000.00",22,18000,10518,Debt_Consolidation,15000,36,16.02%,527.51,C,1/1/2018,Current,Healthy,13319.42,2604.17,1680.58,923.59,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
NC,Mortgage,"108,000.00",9.63,559662,83253,Debt_Consolidation,40000,60,14.07%,932.19,C,3/1/2018,Current,Healthy,38594.07,2734.04,1405.93,1328.11,0,High (>100k),Healthy (<15%),Low,Safe,High
PA,Rent,"29,000.00",10.89,10800,9194,Other,1500,36,21.45%,56.86,D,1/1/2018,Current,Healthy,1376.55,225.65,123.45,102.20,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
WI,Rent,"27,000.00",18.22,71380,35109,Credit_Card,3500,36,6.08%,106.61,A,1/1/2018,Current,Healthy,3141.78,425.26,358.22,67.04,0,Low (<50k),Manageable (15-30%),Low,Safe,High
TX,Mortgage,"125,000.00",12.03,134917,47939,Debt_Consolidation,21000,36,6.71%,645.64,A,3/1/2018,Current,Healthy,19940.62,1275.62,1059.38,216.24,0,High (>100k),Healthy (<15%),Low,Safe,High
AZ,Mortgage,"155,000.00",27.84,558604,158286,Debt_Consolidation,14650,36,15.04%,508.14,C,3/1/2018,Current,Healthy,13996.88,1004.04,653.12,350.92,0,High (>100k),Manageable (15-30%),Medium,Safe,High
CO,Rent,"47,000.00",31.92,76498,53494,Debt_Consolidation,20000,60,18.45%,512.78,D,3/1/2018,Current,Healthy,19374.64,1497.34,625.36,871.98,0,Low (<50k),Risky (>30%),Medium,Safe,High
NJ,Own,"24,000.00",23.2,46657,18808,Debt_Consolidation,12000,60,18.45%,307.67,D,2/1/2018,Current,Healthy,11495.84,1218.38,504.16,714.22,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
ME,Mortgage,"35,000.00",18.66,178243,17169,Home_Improvement,20000,60,13.59%,461.13,C,1/1/2018,Current,Healthy,18799.98,2290.55,1200.02,1090.53,0,Low (<50k),Manageable (15-30%),Low,Safe,High
NC,Mortgage,"100,000.00",12.67,147641,34915,Credit_Card,24000,36,13.58%,815.38,C,2/1/2018,Current,Healthy,21787.68,3243.41,2212.32,1031.09,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
CA,Rent,"85,500.00",6.58,22100,17496,Credit_Card,30000,60,13.59%,691.69,C,1/1/2018,Current,Healthy,27790.51,3835.80,2209.49,1626.31,0,Medium (50k-100k),Healthy (<15%),Low,Safe,High
MA,Rent,"27,000.00",5.61,9400,5429,Debt_Consolidation,8000,36,15.05%,277.52,C,1/1/2018,Current,Healthy,7277.81,1103.39,722.19,381.20,0,Low (<50k),Healthy (<15%),Low,Safe,High
CA,Own,"120,000.00",16,355333,43813,Debt_Consolidation,40000,60,7.34%,798.49,A,3/1/2018,Current,Healthy,38328.35,2379.16,1671.65,707.51,0,High (>100k),Manageable (15-30%),Low,Safe,High
NY,Rent,"45,000.00",24.91,42400,25854,Debt_Consolidation,15000,60,19.03%,389.36,D,1/1/2018,Current,Healthy,14218.17,1907.15,781.83,1125.32,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
AZ,Rent,"102,004.00",14.49,73757,47267,Debt_Consolidation,32000,60,19.42%,837.52,D,3/1/2018,Current,Healthy,31355.52,1761.35,644.48,1116.87,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"180,000.00",9.31,394641,99831,Credit_Card,8500,36,9.92%,273.96,B,3/1/2018,Current,Healthy,7883.85,824.23,616.15,208.08,0,High (>100k),Healthy (<15%),Low,Safe,High
OH,Mortgage,"54,000.00",30.71,179733,40920,Debt_Consolidation,16000,36,7.97%,501.17,A,1/1/2018,Current,Healthy,13999.08,2498.77,2000.92,497.85,0,Medium (50k-100k),Risky (>30%),Medium,Safe,High
MD,Rent,"40,000.00",24.27,66808,35780,Debt_Consolidation,10000,36,9.44%,320.05,B,2/1/2018,Current,Healthy,9023.01,1274.96,976.99,297.97,0,Low (<50k),Manageable (15-30%),Medium,Safe,High
OK,Mortgage,"160,482.00",36.19,780142,192084,Debt_Consolidation,12000,36,7.96%,375.82,A,3/1/2018,Current,Healthy,11105.43,1122.15,894.57,227.58,0,High (>100k),Risky (>30%),High,Safe,High
AZ,Mortgage,"32,000.00",2.51,18300,332,Other,12500,60,15.05%,297.71,C,1/1/2018,Current,Healthy,11925.55,1180.39,574.45,605.94,0,Low (<50k),Healthy (<15%),Low,Safe,High
FL,Rent,"41,000.00",8.99,43611,7048,Debt_Consolidation,1000,36,7.35%,31.04,A,1/1/2018,Current,Healthy,873.89,154.38,126.11,28.27,0,Low (<50k),Healthy (<15%),Low,Safe,High
NJ,Rent,"200,000.00",2.28,40400,7316,Debt_Consolidation,40000,36,7.35%,1241.5,A,1/1/2018,Current,Healthy,34956.09,6166.67,5043.91,1122.76,0,High (>100k),Healthy (<15%),Low,Safe,High
IL,Mortgage,"106,080.00",22.79,292485,57261,Debt_Consolidation,35000,60,18.06%,889.92,D,1/1/2018,Current,Healthy,33128.66,4637.24,1871.34,2765.90,0,High (>100k),Manageable (15-30%),Medium,Safe,High
NJ,Rent,"30,000.00",8.92,18204,17724,Debt_Consolidation,6200,36,13.59%,210.67,C,2/1/2018,Current,Healthy,5442.75,1018.00,757.25,260.75,0,Low (<50k),Healthy (<15%),Low,Maxed Out,High
